,m,delta_p,p_hat,p_min,pi,k,l,search_bound,n,i,cls,explicit_bound,implicit_bound
0,2.0,0.04,0.3,0.9,0.0,10000.0,3.0,3745.0,533.0,1.0,0.0,2878.231366242563,2879
1,2.0,0.04,0.3,0.9,0.011538462,10000.0,3.0,6499.0,893.0,1.0,0.3,5873.941765152618,5110
2,2.0,0.04,0.3,0.9,0.023076924,10000.0,3.0,17560.0,2338.0,1.0,0.6,17988.948197689726,15203
3,2.0,0.04,0.3,0.9,0.034615386,10000.0,3.0,263332.0,36208.0,1.0,0.9,287823.34385702625,243239
4,2.0,0.08,0.3,0.9,0.0,10000.0,3.0,936.0,140.0,2.0,0.0,719.5578415606408,720
5,2.0,0.08,0.3,0.9,0.022222223,10000.0,3.0,1631.0,235.0,2.0,0.3,1468.4854349946452,1281
6,2.0,0.08,0.3,0.9,0.044444446,10000.0,3.0,4403.0,595.0,2.0,0.6,4497.236981963874,3801
7,2.0,0.08,0.3,0.9,0.06666667,10000.0,3.0,65854.0,9055.0,2.0,0.9,71955.84891631351,60810
8,2.0,0.12,0.3,0.9,0.0,10000.0,3.0,416.0,65.0,3.0,0.0,319.8034851380625,320
9,2.0,0.12,0.3,0.9,0.03214286,10000.0,3.0,728.0,107.0,3.0,0.3,652.6602234776403,571
10,2.0,0.12,0.3,0.9,0.06428572,10000.0,3.0,1963.0,270.0,3.0,0.6,1998.7723151188063,1690
11,2.0,0.12,0.3,0.9,0.09642857,10000.0,3.0,29278.0,4025.0,3.0,0.9,31980.339985715073,27027
12,2.0,0.16,0.3,0.9,0.0,10000.0,3.0,234.0,37.0,4.0,0.0,179.8894603901602,180
13,2.0,0.16,0.3,0.9,0.04137931,10000.0,3.0,411.0,63.0,4.0,0.3,367.12134511272524,322
14,2.0,0.16,0.3,0.9,0.08275862,10000.0,3.0,1107.0,156.0,4.0,0.6,1124.309099330774,951
15,2.0,0.16,0.3,0.9,0.12413793,10000.0,3.0,16474.0,2265.0,4.0,0.9,17988.943340674377,15203
16,2.0,0.2,0.3,0.9,0.0,10000.0,3.0,150.0,24.0,5.0,0.0,115.1292546497025,116
17,2.0,0.2,0.3,0.9,0.05,10000.0,3.0,264.0,41.0,5.0,0.3,234.9576625504133,207
18,2.0,0.2,0.3,0.9,0.1,10000.0,3.0,711.0,103.0,5.0,0.6,719.5578415606404,609
19,2.0,0.2,0.3,0.9,0.15,10000.0,3.0,10547.0,1461.0,5.0,0.9,11512.92546497023,9730
20,2.0,0.24,0.3,0.9,0.0,10000.0,3.0,104.0,17.0,6.0,0.0,79.95087128451563,80
21,2.0,0.24,0.3,0.9,0.058064517,10000.0,3.0,184.0,29.0,6.0,0.3,163.16504553562336,144
22,2.0,0.24,0.3,0.9,0.11612903,10000.0,3.0,495.0,72.0,6.0,0.6,499.6929163794687,423
23,2.0,0.24,0.3,0.9,0.17419355,10000.0,3.0,7327.0,1022.0,6.0,0.9,7995.088460966255,6757
24,2.0,0.28,0.3,0.9,0.0,10000.0,3.0,76.0,13.0,7.0,0.0,58.73941563760332,59
25,2.0,0.28,0.3,0.9,0.065625,10000.0,3.0,135.0,22.0,7.0,0.3,119.87635844408841,106
26,2.0,0.28,0.3,0.9,0.13125,10000.0,3.0,365.0,54.0,7.0,0.6,367.12134773502066,311
27,2.0,0.28,0.3,0.9,0.196875,10000.0,3.0,5385.0,751.0,7.0,0.9,5873.941563760322,4965
28,2.0,0.32,0.3,0.9,0.0,10000.0,3.0,59.0,10.0,8.0,0.0,44.97236509754005,45
29,2.0,0.32,0.3,0.9,0.07272727,10000.0,3.0,104.0,17.0,8.0,0.3,91.780333983673,82
30,2.0,0.32,0.3,0.9,0.14545454,10000.0,3.0,280.0,42.0,8.0,0.6,281.07725023843363,238
31,2.0,0.32,0.3,0.9,0.21818182,10000.0,3.0,4124.0,584.0,8.0,0.9,4497.23718433955,3801
32,2.0,0.36,0.3,0.9,0.0,10000.0,3.0,46.0,8.0,9.0,0.0,35.53372057089584,36
33,2.0,0.36,0.3,0.9,0.07941177,10000.0,3.0,82.0,13.0,9.0,0.3,72.51780122733517,65
34,2.0,0.36,0.3,0.9,0.15882353,10000.0,3.0,222.0,34.0,9.0,0.6,222.08575603571848,188
35,2.0,0.36,0.3,0.9,0.2382353,10000.0,3.0,3260.0,465.0,9.0,0.9,3553.3736363665894,3003
36,2.0,0.4,0.3,0.9,0.0,10000.0,3.0,37.0,6.0,10.0,0.0,28.782313662425626,29
37,2.0,0.4,0.3,0.9,0.08571429,10000.0,3.0,67.0,11.0,10.0,0.3,58.739418155006895,53
38,2.0,0.4,0.3,0.9,0.17142858,10000.0,3.0,180.0,28.0,10.0,0.6,179.8894873735822,153
39,2.0,0.4,0.3,0.9,0.25714287,10000.0,3.0,2642.0,380.0,10.0,0.9,2878.233956652543,2433
40,2.0,0.44,0.3,0.9,0.0,10000.0,3.0,31.0,5.0,11.0,0.0,23.787036084649284,24
41,2.0,0.44,0.3,0.9,0.09166667,10000.0,3.0,55.0,9.0,11.0,0.3,48.54497311441511,44
42,2.0,0.44,0.3,0.9,0.18333334,10000.0,3.0,149.0,23.0,11.0,0.6,148.66899174749307,126
43,2.0,0.44,0.3,0.9,0.275,10000.0,3.0,2184.0,318.0,11.0,0.9,2378.70360846493,2011
44,2.0,0.48,0.3,0.9,0.0,10000.0,3.0,26.0,4.0,12.0,0.0,19.987717821128907,20
45,2.0,0.48,0.3,0.9,0.097297296,10000.0,3.0,47.0,8.0,12.0,0.3,40.79126039326092,37
46,2.0,0.48,0.3,0.9,0.19459459,10000.0,3.0,126.0,20.0,12.0,0.6,124.92322753332697,106
47,2.0,0.48,0.3,0.9,0.2918919,10000.0,3.0,1836.0,267.0,12.0,0.9,1998.7727814991572,1690
48,2.0,0.52,0.3,0.9,0.0,10000.0,3.0,22.0,4.0,13.0,0.0,17.030954829837647,18
49,2.0,0.52,0.3,0.9,0.10263158,10000.0,3.0,40.0,7.0,13.0,0.3,34.75705097869455,32
50,2.0,0.52,0.3,0.9,0.20526315,10000.0,3.0,107.0,17.0,13.0,0.6,106.44345540454779,91
51,2.0,0.52,0.3,0.9,0.30789474,10000.0,3.0,1565.0,228.0,13.0,0.9,1703.0957974014373,1440
52,2.0,0.56,0.3,0.9,0.0,10000.0,3.0,19.0,3.0,14.0,0.0,14.68485390940083,15
53,2.0,0.56,0.3,0.9,0.10769231,10000.0,3.0,34.0,6.0,14.0,0.3,29.969090161474774,27
54,2.0,0.56,0.3,0.9,0.21538462,10000.0,3.0,93.0,15.0,14.0,0.6,91.78034283391999,78
55,2.0,0.56,0.3,0.9,0.32307693,10000.0,3.0,1350.0,196.0,14.0,0.9,1468.4859573560382,1242
56,2.0,0.6,0.3,0.9,0.0,10000.0,3.0,17.0,2.0,15.0,0.0,12.792139405522502,13
57,2.0,0.6,0.3,0.9,0.1125,10000.0,3.0,30.0,5.0,15.0,0.3,26.106406950045926,24
58,2.0,0.6,0.3,0.9,0.225,10000.0,3.0,81.0,13.0,15.0,0.6,79.95087128451566,68
59,2.0,0.6,0.3,0.9,0.3375,10000.0,3.0,1176.0,176.0,15.0,0.9,1279.2139405522528,1082
60,2.0,0.64,0.3,0.9,0.0,10000.0,3.0,15.0,2.0,16.0,0.0,11.243091274385012,12
61,2.0,0.64,0.3,0.9,0.11707317,10000.0,3.0,27.0,4.0,16.0,0.3,22.945084110518703,21
62,2.0,0.64,0.3,0.9,0.23414634,10000.0,3.0,71.0,11.0,16.0,0.6,70.26931914735658,60
63,2.0,0.64,0.3,0.9,0.3512195,10000.0,3.0,1034.0,152.0,16.0,0.9,1124.308424745626,951
64,2.0,0.68,0.3,0.9,0.0,10000.0,3.0,13.0,2.0,17.0,0.0,9.9592780838843,10
65,2.0,0.68,0.3,0.9,0.12142857,10000.0,3.0,24.0,4.0,17.0,0.3,20.325057109091034,19
66,2.0,0.68,0.3,0.9,0.24285714,10000.0,3.0,63.0,10.0,17.0,0.6,62.24548582737737,53
67,2.0,0.68,0.3,0.9,0.3642857,10000.0,3.0,917.0,137.0,17.0,0.9,995.9271053809344,842
68,2.0,0.72,0.3,0.9,0.0,10000.0,3.0,12.0,1.0,18.0,0.0,8.88343014272396,9
69,2.0,0.72,0.3,0.9,0.1255814,10000.0,3.0,21.0,3.0,18.0,0.3,18.12944984640331,17
70,2.0,0.72,0.3,0.9,0.2511628,10000.0,3.0,57.0,9.0,18.0,0.6,55.521444561074,47
71,2.0,0.72,0.3,0.9,0.37674418,10000.0,3.0,818.0,123.0,18.0,0.9,888.3427576400244,751
72,2.0,0.76,0.3,0.9,0.0,10000.0,3.0,10.0,1.0,19.0,0.0,7.97294007269408,8
73,2.0,0.76,0.3,0.9,0.12954545,10000.0,3.0,19.0,3.0,19.0,0.3,16.271305781441658,15
74,2.0,0.76,0.3,0.9,0.2590909,10000.0,3.0,51.0,8.0,19.0,0.6,49.83087020898313,43
75,2.0,0.76,0.3,0.9,0.38863635,10000.0,3.0,734.0,110.0,19.0,0.9,797.2935037155379,674
76,2.0,0.8,0.3,0.9,0.0,10000.0,3.0,9.0,1.0,20.0,0.0,7.195578415606406,8
77,2.0,0.8,0.3,0.9,0.13333334,10000.0,3.0,17.0,3.0,20.0,0.3,14.68485453875173,14
78,2.0,0.8,0.3,0.9,0.26666668,10000.0,3.0,46.0,7.0,20.0,0.6,44.97237184339553,39
79,2.0,0.8,0.3,0.9,0.4,10000.0,3.0,663.0,100.0,20.0,0.9,719.5578415606415,609
80,2.0,0.84,0.3,0.9,0.0,10000.0,3.0,8.0,1.0,21.0,0.0,6.5266017375114815,7
81,2.0,0.84,0.3,0.9,0.13695653,10000.0,3.0,16.0,2.0,21.0,0.3,13.319596071308657,13
82,2.0,0.84,0.3,0.9,0.27391306,10000.0,3.0,42.0,7.0,21.0,0.6,40.79126824072351,35
83,2.0,0.84,0.3,0.9,0.41086957,10000.0,3.0,602.0,91.0,21.0,0.9,652.6603104990161,552
84,2.0,0.88,0.3,0.9,0.0,10000.0,3.0,8.0,1.0,22.0,0.0,5.946759021162321,6
85,2.0,0.88,0.3,0.9,0.14042553,10000.0,3.0,14.0,2.0,22.0,0.3,12.13624275847908,11
86,2.0,0.88,0.3,0.9,0.28085107,10000.0,3.0,38.0,6.0,22.0,0.6,37.16724633192387,32
87,2.0,0.88,0.3,0.9,0.4212766,10000.0,3.0,549.0,84.0,22.0,0.9,594.6760102391385,503
88,2.0,0.92,0.3,0.9,0.0,10000.0,3.0,7.0,1.0,23.0,0.0,5.4408910514982285,6
